vin,year,make,model,trim,price,mileage,body_style,seats,features,photo_url,listing_url,location,dealer_phone,doc_fee,stock_number
1C4HJXDG6LW171207,2020,Jeep,Wrangler,Unlimited Sport,25490,78970,,,Firecracker Red Clearcoat; 8 Speed Automatic; V6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218140/639233614639432493.jpg,https://www.craigandlandrethcars.com/vdp/24218140/Used-2020-Jeep-Wrangler-Unlimited-Sport-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48320
ZACNJDD11NPN63330,2022,Jeep,Renegade,Limited,25400,21271,,,Sting-Gray Clearcoat; 9-SPEED 948TE AUTOMATIC; 4 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168846/639233543622407591.jpg,https://www.craigandlandrethcars.com/vdp/24168846/Used-2022-Jeep-Renegade-Limited-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48190
KM8R74HE5NU355493,2022,Hyundai,Palisade,Calligraphy,25288,111430,,,Moonlight Cloud; PREMIUM NAPPA LEATHER SEAT TRIM; Automatic; V6 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24170811/639233543056124941.jpg,https://www.craigandlandrethcars.com/vdp/24170811/Used-2022-Hyundai-Palisade-Calligraphy-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48360
KL79MPSL0TB009329,2026,Chevrolet,TrailBlazer,LT,25200,9383,,,Green; Cloth; CVT; 1.3L I3 Turbocharged DOHC 12V LEV3-SULEV30 137hp; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24096598/639233645183674458.jpg,https://www.craigandlandrethcars.com/vdp/24096598/Used-2026-Chevrolet-TrailBlazer-LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20976
3GCUKSEC2HG424183,2017,Chevrolet,Silverado 1500,LTZ Crew Cab 4WD,24977,127246,,,Black; LEATHER-APPOINTED SEAT TRIM; 6 Speed Automatic; 8 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218176/639233615040694680.jpg,https://www.craigandlandrethcars.com/vdp/24218176/Used-2017-Chevrolet-Silverado-1500-LTZ-Crew-Cab-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47783A
SALZL2FX9LH060601,2020,Land,Rover Range Rover Evoque,First Edition,24800,57305,,,Seoul Pearl Silver Metallic; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24248076/639235562832252715.jpg,https://www.craigandlandrethcars.com/vdp/24248076/Used-2020-Land-Rover-Range-Rover-Evoque-First-Edition-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,LH060601
4S3BWAC63P3013590,2023,Subaru,Legacy,Premium,24800,72721,,,Crystal White Pearl; CLOTH UPHOLSTERY; CVT; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168751/639233543521144386.jpg,https://www.craigandlandrethcars.com/vdp/24168751/Used-2023-Subaru-Legacy-Premium-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48129
5N1DR3CD2NC205800,2022,Nissan,Pathfinder,SL 4WD,24711,94870,,,Brilliant Silver Metallic; LEATHER SEATING SURFACES; Automatic; V6 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218186/639233614940300101.jpg,https://www.craigandlandrethcars.com/vdp/24218186/Used-2022-Nissan-Pathfinder-SL-4WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48146A
5NTJADAE7RH079493,2024,Hyundai,Santa Cruz,SE AWD,24590,39763,,,California Sand; STAIN &amp; ODOR RESISTANT CLOTH SEAT TRIM; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168753/639233543544745554.jpg,https://www.craigandlandrethcars.com/vdp/24168753/Used-2024-Hyundai-Santa-Cruz-SE-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48080
3VV2B7AX1MM153630,2021,Volkswagen,Tiguan,SE 4Motion,24500,32113,,,Pure White; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168769/639221083635381247.jpg,https://www.craigandlandrethcars.com/vdp/24168769/Used-2021-Volkswagen-Tiguan-SE-4Motion-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48248
1C4HJWDG5JL844089,2018,Jeep,Wrangler JK,Unlimited Sport 4WD,24493,58210,,,Billet Silver Metallic Clearcoat; 5-SPEED AUTOMATIC (W5A580); V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168626/639233328137026822.jpg,https://www.craigandlandrethcars.com/vdp/24168626/Used-2018-Jeep-Wrangler-JK-Unlimited-Sport-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47999A
ZACNJDC14PPP67706,2023,Jeep,Renegade,Trailhawk,24299,50568,,,Alpine White Clearcoat; Automatic; 4 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218203/639233615342654102.jpg,https://www.craigandlandrethcars.com/vdp/24218203/Used-2023-Jeep-Renegade-Trailhawk-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48335
1GCHSCEA5N1206710,2022,Chevrolet,Colorado,LT Ext. Cab 2WD,24200,24635,,,"Summit White; CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, HMD, 6L50; 4 Cylinder Engine; Rear Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168689/639233542476224969.jpg,https://www.craigandlandrethcars.com/vdp/24168689/Used-2022-Chevrolet-Colorado-LT-Ext-Cab-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48226
3GKALYEVXNL309455,2022,GMC,Terrain,AT4,24200,81061,,,White; Leather; 9-Speed Automatic; 1.5L DOHC; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24083221/639233645123810019.jpg,https://www.craigandlandrethcars.com/vdp/24083221/Used-2022-GMC-Terrain-AT4-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20953
KM8R5DHE6LU119339,2020,Hyundai,Palisade,Limited AWD,24177,93072,,,Hyper White; PREMIUM NAPPA LEATHER SEAT TRIM; Automatic; V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24235068/639233543689279238.jpg,https://www.craigandlandrethcars.com/vdp/24235068/Used-2020-Hyundai-Palisade-Limited-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48217
3N1CP5CV8RL571168,2024,Nissan,Kicks,SV,23868,8989,,,Fresh Powder; CLOTH SEAT TRIM; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218181/639233614940042711.jpg,https://www.craigandlandrethcars.com/vdp/24218181/Used-2024-Nissan-Kicks-SV-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48185
1FA6P8TH8L5154880,2020,Ford,Mustang,EcoBoost,23800,35858,,,Gray; Leather; 10 Speed; 2.3L I4 Turbocharged EcoBoost; RWD,https://imagescdn.dealercarsearch.com/Media/1129/24157516/639233645655468211.jpg,https://www.craigandlandrethcars.com/vdp/24157516/Used-2020-Ford-Mustang-EcoBoost-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20992
3GNAXKEG9RS158173,2024,Chevrolet,Equinox,LT,23800,16375,,,Gray; Cloth; 6 Speed Automatic; 1.5L DOHC; FWD,https://imagescdn.dealercarsearch.com/Media/1129/23891327/639236235424534552.jpg,https://www.craigandlandrethcars.com/vdp/23891327/Used-2024-Chevrolet-Equinox-LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20782
5YFB4MDE4RP129131,2024,Toyota,Corolla,LE,23500,15732,,,Red; Cloth; CVT; 2.0L I4 DOHC 16V; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24035370/639233644840620367.jpg,https://www.craigandlandrethcars.com/vdp/24035370/Used-2024-Toyota-Corolla-LE-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20929
3GNKBCR45MS585397,2021,Chevrolet,Blazer,LT,23400,60636,,,Red; Cloth; 9-Speed Automatic; 2.0L Turbocharged; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24225337/639236091944501287.jpg,https://www.craigandlandrethcars.com/vdp/24225337/Used-2021-Chevrolet-Blazer-LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21051
1FMSK8DH8MGC30377,2021,Ford,Explorer,XLT AWD,23397,88334,,,Star White Metallic Tri-Coat; Automatic; 4 Cylinder Engine; 4WD,https://imagescdn.dealercarsearch.com/Media/3833/24218150/639233615141532480.jpg,https://www.craigandlandrethcars.com/vdp/24218150/Used-2021-Ford-Explorer-XLT-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48205B
KL79MRSL8PB213698,2023,Chevrolet,TrailBlazer,LT,23200,25817,,,White; Cloth; 9-Speed Automatic; 1.3L Ecotec Turbo DOHC SIDI w/VVT; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24188029/639233646082464780.jpg,https://www.craigandlandrethcars.com/vdp/24188029/Used-2023-Chevrolet-TrailBlazer-LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21027
KMHLM4DGXTU102267,2026,Hyundai,Elantra,SEL Sport,23200,7771,,,Black; Cloth; CVT; I4; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24169569/639233499878916756.jpg,https://www.craigandlandrethcars.com/vdp/24169569/Used-2026-Hyundai-Elantra-SEL-Sport-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20997
3VV8B7AX7NM076161,2022,Volkswagen,Tiguan,2.0T SE R-Line Black,23100,80705,,,Black; Artificial Leather; 8-Speed Automatic with Tiptronic; 2.0L TSI DOHC; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24198491/639233499759305766.jpg,https://www.craigandlandrethcars.com/vdp/24198491/Used-2022-Volkswagen-Tiguan-20T-SE-RLine-Black-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21019
5FNYF6H09LB041175,2020,Honda,Pilot,Elite,23000,128787,,,Gray; Leather; 9-Speed Automatic; 3.5L V6 24V SOHC i-VTEC; AWD,https://imagescdn.dealercarsearch.com/Media/1129/24157538/639231915459545334.jpg,https://www.craigandlandrethcars.com/vdp/24157538/Used-2020-Honda-Pilot-Elite-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20994
3N1AB8CV7SY371074,2025,Nissan,Sentra,SV,22800,15901,,,Gray; Cloth; CVT; 2.0L I4 DOHC; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24096561/639233645147363339.jpg,https://www.craigandlandrethcars.com/vdp/24096561/Used-2025-Nissan-Sentra-SV-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20973
KL79MTSL5PB020826,2023,Chevrolet,TrailBlazer,RS,22800,38117,,,Blue; Artificial Leather; CVT; 1.3L Ecotec Turbo DOHC SIDI w/VVT; FWD,https://imagescdn.dealercarsearch.com/Media/1129/23936041/639233643909661092.jpg,https://www.craigandlandrethcars.com/vdp/23936041/Used-2023-Chevrolet-TrailBlazer-RS-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20832
KMHLS4DG1SU872264,2025,Hyundai,Elantra,SEL Convenience,22777,47319,,,Ecotronic Gray; PREMIUM CLOTH SEAT TRIM; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218173/639233615040850939.jpg,https://www.craigandlandrethcars.com/vdp/24218173/Used-2025-Hyundai-Elantra-SEL-Convenience-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48163
2HKRW2H87KH124512,2019,Honda,CR-V,EX-L AWD,22773,78777,,,Gunmetal Metallic; CVT; 4 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24218189/639233615141722215.jpg,https://www.craigandlandrethcars.com/vdp/24218189/Used-2019-Honda-CRV-EXL-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48283
2T3F1RFV5KC035373,2019,Toyota,RAV4,LE AWD,22572,86620,,,Midnight Black Metallic; FABRIC SEAT TRIM; 8 Speed Automatic; 4 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24250850/639236495310562246.jpg,https://www.craigandlandrethcars.com/vdp/24250850/Used-2019-Toyota-RAV4-LE-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48284
1HGCV1F95JA031946,2018,Honda,Accord,Touring CVT,22419,80680,,,Lunar Silver Metallic; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218164/639233614839766663.jpg,https://www.craigandlandrethcars.com/vdp/24218164/Used-2018-Honda-Accord-Touring-CVT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48311
3GNKBCRS2LS690413,2020,Chevrolet,Blazer,2LT,22400,64735,,,"Summit White; PREMIUM CLOTH SEAT TRIM; 9-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED; V6 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168778/639233542623640876.jpg,https://www.craigandlandrethcars.com/vdp/24168778/Used-2020-Chevrolet-Blazer-2LT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48261
KL79MPSL4PB146201,2023,Chevrolet,TrailBlazer,LT,22300,37177,,,Black; Cloth; CVT; 1.3L Ecotec Turbo DOHC SIDI w/VVT; FWD,https://imagescdn.dealercarsearch.com/Media/1129/24229014/639232635498331585.jpg,https://www.craigandlandrethcars.com/vdp/24229014/Used-2023-Chevrolet-TrailBlazer-LT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21055
4T1B11HK1JU159200,2018,Toyota,Camry,LE,22279,27805,,,Super White; FABRIC SEAT TRIM; 8 Speed Automatic; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218194/639233614940446232.jpg,https://www.craigandlandrethcars.com/vdp/24218194/Used-2018-Toyota-Camry-LE-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48324
3VVLX7B25NM096410,2022,Volkswagen,Taos,1.5T SE,22200,14380,,,Black; Cloth; 8-Speed Automatic with Tiptronic; 1.5L I4 Turbocharged DOHC 16V LEV3-SULEV30 158hp; FWD,https://imagescdn.dealercarsearch.com/Media/1129/23772637/639221547684712916.jpg,https://www.craigandlandrethcars.com/vdp/23772637/Used-2022-Volkswagen-Taos-15T-SE-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,245,MU20691
2C3CDZGG0HH543207,2017,Dodge,Challenger,GT,21995,55429,,,White Knuckle Clearcoat; 8-SPEED AUTOMATIC (845RE); V6 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168683/639233542194469214.jpg,https://www.craigandlandrethcars.com/vdp/24168683/Used-2017-Dodge-Challenger-GT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48158
WBAJA7C54KG911635,2019,BMW,5-Series,530i xDrive,21990,60274,,,Mediterranean Blue Metallic; DAKOTA LEATHER UPHOLSTERY; Automatic; 4 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168848/639233543719075922.jpg,https://www.craigandlandrethcars.com/vdp/24168848/Used-2019-BMW-5Series-530i-xDrive-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48232
KL4MMBS27NB147566,2022,Buick,Encore GX,Preferred,21900,25962,,,Summit White; CLOTH WITH LEATHERETTE SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 3 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168734/639233543419432949.jpg,https://www.craigandlandrethcars.com/vdp/24168734/Used-2022-Buick-Encore-GX-Preferred-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48151
1FMCU0GZ5PUA58478,2023,Ford,Escape,Active,21800,46688,,,Iconic Silver; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168641/639233541468311282.jpg,https://www.craigandlandrethcars.com/vdp/24168641/Used-2023-Ford-Escape-Active-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48132
KNDRG4LGXM5060900,2021,Kia,Sorento Hybrid,S,21800,72234,,,Aurora Black; PREMIUM LEATHERETTE SEAT TRIM; 6-Speed Shiftable Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168731/639233543277195296.jpg,https://www.craigandlandrethcars.com/vdp/24168731/Used-2021-Kia-Sorento-Hybrid-S-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48141
1G1YY22G145132218,2004,Chevrolet,Corvette,Coupe,21650,98886,,,"Magnetic Red Metallic; HIGHWEAR NUANCE LEATHER SEAT TRIM; 4-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED WITH; 8 Cylinder Engine; Rear Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168661/639233541882660362.jpg,https://www.craigandlandrethcars.com/vdp/24168661/Used-2004-Chevrolet-Corvette-Coupe-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47289B
1GNSKCKC8HR383146,2017,Chevrolet,Tahoe,Premier 4WD,21600,163048,,,"Iridescent Pearl Tricoat; PERFORATED LEATHER-APPOINTED SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY CONTROLLED; 8 Cylinder Engine; Four Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168698/Used-2017-Chevrolet-Tahoe-Premier-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48262
2FMPK3K94LBA46497,2020,Ford,Edge,Titanium,21500,49227,,,Desert Gold; 8-Speed Shiftable Automatic; 999; FWD,https://imagescdn.dealercarsearch.com/Media/1123/24168716/639233542775081097.jpg,https://www.craigandlandrethcars.com/vdp/24168716/Used-2020-Ford-Edge-Titanium-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47929B
1FMSK8DH8LGA51304,2020,Ford,Explorer,XLT,21400,89501,,,Silver; Cloth; 10 Speed; 2.3L EcoBoost I-4; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24104929/639232203787098343.jpg,https://www.craigandlandrethcars.com/vdp/24104929/Used-2020-Ford-Explorer-XLT-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU20846A
1C4BJWDG4HL742069,2017,Jeep,Wrangler,Unlimited Sport,21300,74352,,,White; Cloth; 6 Speed Manual; 3.6L V6 24V VVT; 4WD,https://imagescdn.dealercarsearch.com/Media/1129/24174124/639232635633626483.jpg,https://www.craigandlandrethcars.com/vdp/24174124/Used-2017-Jeep-Wrangler-Unlimited-Sport-for-sale-in-Clarksville-IN-47129,Clarksville,812-280-8018,260,MU21013
1GKKNRL48MZ152188,2021,GMC,Acadia,SLE AWD,20700,116515,,,"Ebony Twilight Metallic; PREMIUM CLOTH SEAT TRIM; 9-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED; 4 Cylinder Engine; All Wheel Drive",https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168702/Used-2021-GMC-Acadia-SLE-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48239A
KL79MVSL8MB040589,2021,Chevrolet,TrailBlazer,ACTIV,20400,64167,,,Mosaic Black Metallic; LEATHERETTE SEAT TRIM; CONTINUOUSLY VARIABLE (CVT); 3 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168820/639233544178973048.jpg,https://www.craigandlandrethcars.com/vdp/24168820/Used-2021-Chevrolet-TrailBlazer-ACTIV-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48235A
JM3KFABM3K1547670,2019,Mazda,CX-5,Sport,20250,70014,,,Sonic Silver Metallic; CLOTH SEAT TRIM; Automatic; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168736/Used-2019-Mazda-CX5-Sport-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48024
1C4PJMLX7LD630817,2020,Jeep,Cherokee,Latitude Plus 4WD,20000,66151,,,Sting-Gray Clearcoat; 9-SPEED 948TE AUTOMATIC; V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168627/639233541187482701.jpg,https://www.craigandlandrethcars.com/vdp/24168627/Used-2020-Jeep-Cherokee-Latitude-Plus-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48026
1HGCV1F12NA001125,2022,Honda,Accord,LX CVT,19999,95824,,,Radiant Red Metallic; FABRIC SEAT TRIM; CVT; 4 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24218162/639233614839766663.jpg,https://www.craigandlandrethcars.com/vdp/24218162/Used-2022-Honda-Accord-LX-CVT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47952A
5N1BT3AB1PC900024,2023,Nissan,Rogue,S AWD,19990,63936,,,Gun Metallic; CLOTH SEAT TRIM; CVT; 3 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168754/639233543508637159.jpg,https://www.craigandlandrethcars.com/vdp/24168754/Used-2023-Nissan-Rogue-S-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47994
2C3CDXBG2MH535258,2021,Dodge,Charger,SXT,19977,87915,,,Pitch Black Clearcoat; 8 Speed Automatic; V6 Cylinder Engine; RWD,https://imagescdn.dealercarsearch.com/Media/3833/24225747/639235914634856911.jpg,https://www.craigandlandrethcars.com/vdp/24225747/Used-2021-Dodge-Charger-SXT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48370
KM8R34HE9LU128798,2020,Hyundai,Palisade,SEL,19891,106982,,,Hyper White; SEAT TRIM; Automatic; V6 Cylinder Engine; FWD,https://imagescdn.dealercarsearch.com/Media/3833/24224035/639233615544032915.jpg,https://www.craigandlandrethcars.com/vdp/24224035/Used-2020-Hyundai-Palisade-SEL-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48207
1C4BJWEG5FL578634,2015,Jeep,Wrangler,Unlimited Sahara 4WD,19800,94945,,,Black Clearcoat; 6-SPEED MANUAL (NSG370); V6 Cylinder Engine; Four Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24198127/639233541822276028.jpg,https://www.craigandlandrethcars.com/vdp/24198127/Used-2015-Jeep-Wrangler-Unlimited-Sahara-4WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48357A
1G1YY23PXP5118370,1993,Chevrolet,Corvette,Coupe,19800,28503,,,Not Specified; 8 Cylinder Engine; FrontWheelDrive,https://imagescdn.dealercarsearch.com/Media/1123/24173885/639233541803881326.jpg,https://www.craigandlandrethcars.com/vdp/24173885/Used-1993-Chevrolet-Corvette-Coupe-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48374
JA4J3TA80NZ045177,2022,Mitsubishi,Outlander,ES 2WD,19800,82028,,,Alloy Silver Metallic; CVT; 4 Cylinder Engine; Front Wheel Drive,https://imagescdn.dealercarsearch.com/DealerImages/1123/1123_newarrivalphoto.jpg,https://www.craigandlandrethcars.com/vdp/24168772/Used-2022-Mitsubishi-Outlander-ES-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48251
1GKKNXLS1HZ210358,2017,GMC,Acadia,Denali AWD,19800,80589,,,"Crimson Red Tintcoat; SEAT TRIM, PERFORATED LEATHER-APPOINTED; 6 Speed Automatic; V6 Cylinder Engine; AWD",https://imagescdn.dealercarsearch.com/Media/3833/24242115/639234475545474562.jpg,https://www.craigandlandrethcars.com/vdp/24242115/Used-2017-GMC-Acadia-Denali-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48153
1FMCU9H66LUA82503,2020,Ford,Escape,SEL AWD,19777,36485,,,Agate Black; Automatic; 3 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24218151/639233614839922952.jpg,https://www.craigandlandrethcars.com/vdp/24218151/Used-2020-Ford-Escape-SEL-AWD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48349
3GKALPEV2LL329383,2020,GMC,Terrain,SLT,19500,61852,,,"Satin Steel Metallic; PERFORATED LEATHER-APPOINTED SEAT TRIM; 9-SPEED AUTOMATIC 9T45, ELECTRONICALLY-CONTROLLED; 4 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168743/639233542397465416.jpg,https://www.craigandlandrethcars.com/vdp/24168743/Used-2020-GMC-Terrain-SLT-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D47967
1FMCU9GN4PUA04705,2023,Ford,Escape,Active AWD,19400,86496,,,Agate Black; 8-Speed Shiftable Automatic; 3 Cylinder Engine; All Wheel Drive,https://imagescdn.dealercarsearch.com/Media/1123/24168658/639233541498665562.jpg,https://www.craigandlandrethcars.com/vdp/24168658/Used-2023-Ford-Escape-Active-AWD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48189
3GNAXKEV2ML381687,2021,Chevrolet,Equinox,LT 2WD,19400,74100,,,"Pacific Blue Metallic; PREMIUM CLOTH SEAT TRIM; 6-SPEED AUTOMATIC, ELECTRONICALLY-CONTROLLED WITH; 4 Cylinder Engine; Front Wheel Drive",https://imagescdn.dealercarsearch.com/Media/1123/24168759/639233542436993735.jpg,https://www.craigandlandrethcars.com/vdp/24168759/Used-2021-Chevrolet-Equinox-LT-2WD-for-sale-in-Louisville-KY-40207,Louisville,502-447-3450,690,D48193
4S3BWGN60L3015503,2020,Subaru,Legacy,Limited XT,19391,84636,,,Crystal Black Silica; PERFORATED LEATHER-TRIMMED UPHOLSTERY; CVT; 4 Cylinder Engine; AWD,https://imagescdn.dealercarsearch.com/Media/3833/24218182/639233614839766663.jpg,https://www.craigandlandrethcars.com/vdp/24218182/Used-2020-Subaru-Legacy-Limited-XT-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D48192
1FTEW1C55LKE08536,2020,Ford,F-150,XLT SuperCrew 6.5-ft. Bed 2WD,19222,129755,,,Oxford White; Automatic; 5.0L V8 OHV 32V; RWD,https://imagescdn.dealercarsearch.com/Media/3833/24218147/639233614539173168.jpg,https://www.craigandlandrethcars.com/vdp/24218147/Used-2020-Ford-F150-XLT-SuperCrew-65ft-Bed-2WD-for-sale-in-Bullitt-County-KY-40165,Bullitt County,502-543-6276,690,D47238D
